CR626927.1:299108-299121-299828-299841	1000	1013	1720	1733	2733
CR626927.1:301427-301440-301941-301954	1000	1013	1514	1527	2527
CR626927.1:303102-303115-303462-303475	1000	1013	1360	1373	2373
CR626927.1:311548-311562-311823-311837	1000	1014	1275	1289	2289
CR626927.1:312250-312264-312428-312442	1000	1014	1178	1192	2192
CR626927.1:314462-314475-314704-314717	1000	1013	1242	1255	2255
CR626927.1:315535-315552-315604-315621	1000	1017	1069	1086	2086
CR626927.1:316807-316820-317025-317038	1000	1013	1218	1231	2231
CR626927.1:321841-321852-322018-322029	1000	1011	1177	1188	2188
CR626927.1:327379-327394-327512-327527	1000	1015	1133	1148	2148
CR626927.1:333209-333222-333935-333948	1000	1013	1726	1739	2739
CR626927.1:342711-342724-342842-342855	1000	1013	1131	1144	2144
CR626927.1:345508-345522-345661-345675	1000	1014	1153	1167	2167
CR626927.1:353153-353166-353500-353513	1000	1013	1347	1360	2360
CR626927.1:354297-354310-354920-354933	1000	1013	1623	1636	2636
CR626927.1:355459-355472-356033-356046	1000	1013	1574	1587	2587
CR626927.1:356600-356611-356939-356950	1000	1011	1339	1350	2350
CR626927.1:363906-363919-364472-364485	1000	1013	1566	1579	2579
CR626927.1:364785-364798-365100-365113	1000	1013	1315	1328	2328
CR626927.1:365847-365858-366526-366537	1000	1011	1679	1690	2690
CR626927.1:372709-372720-373042-373053	1000	1011	1333	1344	2344
CR626927.1:373788-373801-373952-373965	1000	1013	1164	1177	2177
CR626927.1:376451-376464-377043-377056	1000	1013	1592	1605	2605
CR626927.1:383997-384008-384414-384425	1000	1011	1417	1428	2428
CR626927.1:386954-386967-387437-387450	1000	1013	1483	1496	2496
CR626927.1:392870-392883-393353-393366	1000	1013	1483	1496	2496
CR626927.1:398696-398707-398915-398926	1000	1011	1219	1230	2230
CR626927.1:401578-401591-402045-402058	1000	1013	1467	1480	2480
CR626927.1:412569-412582-412870-412883	1000	1013	1301	1314	2314
CR626927.1:418164-418176-418255-418267	1000	1012	1091	1103	2103
CR626927.1:418390-418405-418557-418572	1000	1015	1167	1182	2182
CR626927.1:420626-420639-420955-420968	1000	1013	1329	1342	2342
CR626927.1:421363-421378-421850-421865	1000	1015	1487	1502	2502
CR626927.1:426859-426870-427333-427344	1000	1011	1474	1485	2485
CR626927.1:427357-427368-427663-427674	1000	1011	1306	1317	2317
CR626927.1:430630-430643-431251-431264	1000	1013	1621	1634	2634
CR626927.1:433009-433021-433396-433408	1000	1012	1387	1399	2399
CR626927.1:433812-433823-433958-433969	1000	1011	1146	1157	2157
CR626927.1:435405-435416-435881-435892	1000	1011	1476	1487	2487
CR626927.1:436848-436861-437063-437076	1000	1013	1215	1228	2228
CR626927.1:446808-446820-447413-447425	1000	1012	1605	1617	2617
CR626927.1:449092-449105-449357-449370	1000	1013	1265	1278	2278
CR626927.1:451021-451032-451734-451745	1000	1011	1713	1724	2724
CR626927.1:460873-460886-461009-461022	1000	1013	1136	1149	2149
CR626927.1:463383-463396-463466-463479	1000	1013	1083	1096	2096
CR626927.1:471233-471248-471825-471840	1000	1015	1592	1607	2607
CR626927.1:475744-475757-476474-476487	1000	1013	1730	1743	2743
CR626927.1:483074-483087-483576-483589	1000	1013	1502	1515	2515
CR626927.1:494620-494637-494692-494709	1000	1017	1072	1089	2089
CR626927.1:495403-495414-496119-496130	1000	1011	1716	1727	2727
CR626927.1:496884-496898-497015-497029	1000	1014	1131	1145	2145
CR626927.1:504242-504255-504687-504700	1000	1013	1445	1458	2458
CR626927.1:505431-505444-505693-505706	1000	1013	1262	1275	2275
CR626927.1:508062-508075-508544-508557	1000	1013	1482	1495	2495
CR626927.1:510338-510351-510640-510653	1000	1013	1302	1315	2315
CR626927.1:510917-510931-511288-511302	1000	1014	1371	1385	2385
CR626927.1:512149-512162-512582-512595	1000	1013	1433	1446	2446
CR626927.1:514741-514754-514984-514997	1000	1013	1243	1256	2256
CR626927.1:518988-519001-519424-519437	1000	1013	1436	1449	2449
CR626927.1:521558-521569-521614-521625	1000	1011	1056	1067	2067
CR626927.1:522785-522801-523063-523079	1000	1016	1278	1294	2294
CR626927.1:524720-524731-525315-525326	1000	1011	1595	1606	2606
CR626927.1:527265-527276-527449-527460	1000	1011	1184	1195	2195
CR626927.1:530145-530158-530475-530488	1000	1013	1330	1343	2343
CR626927.1:533442-533455-533759-533772	1000	1013	1317	1330	2330
CR626927.1:537731-537745-538458-538472	1000	1014	1727	1741	2741
CR626927.1:541511-541524-541602-541615	1000	1013	1091	1104	2104
CR626927.1:542739-542752-543098-543111	1000	1013	1359	1372	2372
CR626927.1:546285-546296-546651-546662	1000	1011	1366	1377	2377
CR626927.1:547880-547893-548044-548057	1000	1013	1164	1177	2177
CR626927.1:551948-551961-552640-552653	1000	1013	1692	1705	2705
CR626927.1:559510-559524-560150-560164	1000	1014	1640	1654	2654
CR626927.1:566048-566061-566730-566743	1000	1013	1682	1695	2695
CR626927.1:567507-567518-567649-567660	1000	1011	1142	1153	2153
CR626927.1:577860-577871-578371-578382	1000	1011	1511	1522	2522
CR626927.1:581253-581266-581297-581310	1000	1013	1044	1057	2057
CR626927.1:584935-584948-585017-585030	1000	1013	1082	1095	2095
CR626927.1:596733-596746-597279-597292	1000	1013	1546	1559	2559
CR626927.1:597378-597392-597750-597764	1000	1014	1372	1386	2386
CR626927.1:601805-601819-602274-602288	1000	1014	1469	1483	2483
CR626927.1:603195-603212-603514-603531	1000	1017	1319	1336	2336
CR626927.1:610300-610311-610576-610587	1000	1011	1276	1287	2287
CR626927.1:612165-612178-612818-612831	1000	1013	1653	1666	2666
CR626927.1:613322-613338-613398-613414	1000	1016	1076	1092	2092
CR626927.1:615417-615431-615689-615703	1000	1014	1272	1286	2286
CR626927.1:617081-617092-617260-617271	1000	1011	1179	1190	2190
CR626927.1:618074-618085-618708-618719	1000	1011	1634	1645	2645
CR626927.1:626674-626686-627066-627078	1000	1012	1392	1404	2404
CR626927.1:628005-628019-628094-628108	1000	1014	1089	1103	2103
CR626927.1:629685-629699-629731-629745	1000	1014	1046	1060	2060
CR626927.1:633886-633897-634012-634023	1000	1011	1126	1137	2137
CR626927.1:634715-634728-634766-634779	1000	1013	1051	1064	2064
CR626927.1:635097-635110-635687-635700	1000	1013	1590	1603	2603
CR626927.1:637471-637484-637759-637772	1000	1013	1288	1301	2301
CR626927.1:640121-640132-640362-640373	1000	1011	1241	1252	2252
CR626927.1:641194-641209-641255-641270	1000	1015	1061	1076	2076
CR626927.1:646844-646858-647340-647354	1000	1014	1496	1510	2510
CR626927.1:652938-652954-653438-653454	1000	1016	1500	1516	2516
CR626927.1:657968-657981-658489-658502	1000	1013	1521	1534	2534
CR626927.1:658517-658528-659199-659210	1000	1011	1682	1693	2693
CR626927.1:659901-659912-660190-660201	1000	1011	1289	1300	2300
CR626927.1:660380-660399-660810-660829	1000	1019	1430	1449	2449
CR626927.1:661805-661818-662508-662521	1000	1013	1703	1716	2716
CR626927.1:663941-663955-664136-664150	1000	1014	1195	1209	2209
CR626927.1:666099-666110-666671-666682	1000	1011	1572	1583	2583
CR626927.1:670473-670484-671044-671055	1000	1011	1571	1582	2582
CR626927.1:676491-676504-676782-676795	1000	1013	1291	1304	2304
CR626927.1:679814-679828-680337-680351	1000	1014	1523	1537	2537
CR626927.1:683299-683310-683747-683758	1000	1011	1448	1459	2459
CR626927.1:686379-686393-686765-686779	1000	1014	1386	1400	2400
CR626927.1:689404-689415-689478-689489	1000	1011	1074	1085	2085
CR626927.1:693389-693402-693864-693877	1000	1013	1475	1488	2488
CR626927.1:696161-696175-696629-696643	1000	1014	1468	1482	2482
CR626927.1:700317-700330-700873-700886	1000	1013	1556	1569	2569
CR626927.1:709671-709684-710147-710160	1000	1013	1476	1489	2489
CR626927.1:714451-714464-714989-715002	1000	1013	1538	1551	2551
CR626927.1:716154-716167-716296-716309	1000	1013	1142	1155	2155
CR626927.1:721400-721414-721779-721793	1000	1014	1379	1393	2393
CR626927.1:724239-724250-724867-724878	1000	1011	1628	1639	2639
CR626927.1:732942-732956-733016-733030	1000	1014	1074	1088	2088
CR626927.1:736872-736883-736934-736945	1000	1011	1062	1073	2073
CR626927.1:737151-737164-737726-737739	1000	1013	1575	1588	2588
CR626927.1:737740-737753-737935-737948	1000	1013	1195	1208	2208
CR626927.1:738509-738522-738724-738737	1000	1013	1215	1228	2228
CR626927.1:738914-738930-738969-738985	1000	1016	1055	1071	2071
CR626927.1:739086-739099-739654-739667	1000	1013	1568	1581	2581
CR626927.1:739697-739710-740037-740050	1000	1013	1340	1353	2353
CR626927.1:741241-741252-741430-741441	1000	1011	1189	1200	2200
CR626927.1:741505-741516-742061-742072	1000	1011	1556	1567	2567
CR626927.1:742499-742513-742852-742866	1000	1014	1353	1367	2367
CR626927.1:745828-745841-746305-746318	1000	1013	1477	1490	2490
CR626927.1:746857-746870-747179-747192	1000	1013	1322	1335	2335
CR626927.1:747445-747456-747868-747879	1000	1011	1423	1434	2434
CR626927.1:750632-750646-751087-751101	1000	1014	1455	1469	2469
CR626927.1:755510-755524-755620-755634	1000	1014	1110	1124	2124
CR626927.1:755769-755782-756273-756286	1000	1013	1504	1517	2517
CR626927.1:761745-761756-762200-762211	1000	1011	1455	1466	2466
CR626927.1:765260-765271-765517-765528	1000	1011	1257	1268	2268
CR626927.1:767533-767544-767635-767646	1000	1011	1102	1113	2113
CR626927.1:770896-770909-771525-771538	1000	1013	1629	1642	2642
CR626927.1:773170-773181-773261-773272	1000	1011	1091	1102	2102
CR626927.1:781620-781633-781801-781814	1000	1013	1181	1194	2194
CR626927.1:783579-783592-783645-783658	1000	1013	1066	1079	2079
CR626927.1:787762-787773-788140-788151	1000	1011	1378	1389	2389
CR626927.1:788558-788571-789031-789044	1000	1013	1473	1486	2486
CR626927.1:793812-793823-794199-794210	1000	1011	1387	1398	2398
CR626927.1:798076-798087-798660-798671	1000	1011	1584	1595	2595
CR626927.1:799230-799244-799952-799966	1000	1014	1722	1736	2736
CR626927.1:800822-800833-801264-801275	1000	1011	1442	1453	2453
CR626927.1:806459-806473-806614-806628	1000	1014	1155	1169	2169
CR626927.1:806753-806767-807171-807185	1000	1014	1418	1432	2432
CR626927.1:809480-809494-810147-810161	1000	1014	1667	1681	2681
CR626927.1:814233-814245-814402-814414	1000	1012	1169	1181	2181
CR626927.1:815382-815395-815643-815656	1000	1013	1261	1274	2274
CR626927.1:825440-825453-825633-825646	1000	1013	1193	1206	2206
CR626927.1:825937-825951-826642-826656	1000	1014	1705	1719	2719
CR626927.1:833919-833932-834028-834041	1000	1013	1109	1122	2122
CR626927.1:836199-836213-836775-836789	1000	1014	1576	1590	2590
CR626927.1:861512-861525-861712-861725	1000	1013	1200	1213	2213
CR626927.1:866352-866365-866517-866530	1000	1013	1165	1178	2178
CR626927.1:867103-867116-867255-867268	1000	1013	1152	1165	2165
CR626927.1:869948-869961-870587-870600	1000	1013	1639	1652	2652
CR626927.1:875546-875557-875946-875957	1000	1011	1400	1411	2411
CR626927.1:877906-877917-878452-878463	1000	1011	1546	1557	2557
CR626927.1:879414-879427-879847-879860	1000	1013	1433	1446	2446
CR626927.1:880339-880354-880536-880551	1000	1015	1197	1212	2212
CR626927.1:881685-881698-882157-882170	1000	1013	1472	1485	2485
CR626927.1:885484-885495-885889-885900	1000	1011	1405	1416	2416
CR626927.1:890726-890739-891229-891242	1000	1013	1503	1516	2516
CR626927.1:895225-895236-895558-895569	1000	1011	1333	1344	2344
CR626927.1:900369-900381-900529-900541	1000	1012	1160	1172	2172
CR626927.1:911059-911070-911465-911476	1000	1011	1406	1417	2417
CR626927.1:911570-911585-911937-911952	1000	1015	1367	1382	2382
CR626927.1:913517-913530-914088-914101	1000	1013	1571	1584	2584
CR626927.1:915651-915665-915867-915881	1000	1014	1216	1230	2230
CR626927.1:931359-931370-932077-932088	1000	1011	1718	1729	2729
CR626927.1:939731-939743-940262-940274	1000	1012	1531	1543	2543
CR626927.1:943604-943617-943957-943970	1000	1013	1353	1366	2366
CR626927.1:945485-945500-946181-946196	1000	1015	1696	1711	2711
CR626927.1:959495-959508-959809-959822	1000	1013	1314	1327	2327
CR626927.1:960765-960778-960986-960999	1000	1013	1221	1234	2234
CR626927.1:967824-967837-968055-968068	1000	1013	1231	1244	2244
CR626927.1:970374-970387-970917-970930	1000	1013	1543	1556	2556
CR626927.1:972737-972750-972906-972919	1000	1013	1169	1182	2182
CR626927.1:976106-976119-976427-976440	1000	1013	1321	1334	2334
CR626927.1:976970-976984-977436-977450	1000	1014	1466	1480	2480
CR626927.1:982624-982638-983280-983294	1000	1014	1656	1670	2670
CR626927.1:985266-985277-985681-985692	1000	1011	1415	1426	2426
CR626927.1:987057-987068-987177-987188	1000	1011	1120	1131	2131
CR626927.1:990673-990687-990979-990993	1000	1014	1306	1320	2320
CR626927.1:993224-993237-993427-993440	1000	1013	1203	1216	2216
CR626927.1:994256-994267-994329-994340	1000	1011	1073	1084	2084
CR626927.1:995666-995679-996200-996213	1000	1013	1534	1547	2547
CR626927.1:997728-997742-997959-997973	1000	1014	1231	1245	2245
CR626927.1:1003620-1003631-1004286-1004297	1000	1011	1666	1677	2677
CR626927.1:1005068-1005081-1005265-1005278	1000	1013	1197	1210	2210
CR626927.1:1006423-1006439-1006762-1006778	1000	1016	1339	1355	2355
CR626927.1:1007434-1007448-1007714-1007728	1000	1014	1280	1294	2294
CR626927.1:1009866-1009879-1010166-1010179	1000	1013	1300	1313	2313
CR626927.1:1015507-1015518-1015818-1015829	1000	1011	1311	1322	2322
CR626927.1:1018040-1018053-1018308-1018321	1000	1013	1268	1281	2281
CR626927.1:1020843-1020857-1021218-1021232	1000	1014	1375	1389	2389
CR626927.1:1022883-1022894-1022996-1023007	1000	1011	1113	1124	2124
CR626927.1:1030851-1030866-1031325-1031340	1000	1015	1474	1489	2489
CR626927.1:1031499-1031512-1031544-1031557	1000	1013	1045	1058	2058
CR626927.1:1034515-1034528-1034954-1034967	1000	1013	1439	1452	2452
CR626927.1:1035482-1035495-1035809-1035822	1000	1013	1327	1340	2340
CR626927.1:1037529-1037541-1038123-1038135	1000	1012	1594	1606	2606
CR626927.1:1041348-1041360-1041679-1041691	1000	1012	1331	1343	2343
CR626927.1:1043772-1043786-1044031-1044045	1000	1014	1259	1273	2273
CR626927.1:1044813-1044826-1045218-1045231	1000	1013	1405	1418	2418
CR626927.1:1049484-1049500-1049539-1049555	1000	1016	1055	1071	2071
CR626927.1:1054270-1054283-1054452-1054465	1000	1013	1182	1195	2195
CR626927.1:1055055-1055068-1055487-1055500	1000	1013	1432	1445	2445
CR626927.1:1056877-1056890-1057069-1057082	1000	1013	1192	1205	2205
CR626927.1:1060374-1060385-1061074-1061085	1000	1011	1700	1711	2711
CR626927.1:1064589-1064602-1064902-1064915	1000	1013	1313	1326	2326
CR626927.1:1064929-1064942-1065239-1065252	1000	1013	1310	1323	2323
CR626927.1:1071090-1071102-1071639-1071651	1000	1012	1549	1561	2561
CR626927.1:1076660-1076673-1076934-1076947	1000	1013	1274	1287	2287
CR626927.1:1079634-1079647-1079867-1079880	1000	1013	1233	1246	2246
CR626927.1:1082063-1082076-1082741-1082754	1000	1013	1678	1691	2691
CR626927.1:1084226-1084239-1084282-1084295	1000	1013	1056	1069	2069
CR626927.1:1089391-1089402-1089470-1089481	1000	1011	1079	1090	2090
CR626927.1:1092234-1092247-1092397-1092410	1000	1013	1163	1176	2176
CR626927.1:1093132-1093145-1093796-1093809	1000	1013	1664	1677	2677
CR626927.1:1101999-1102010-1102285-1102296	1000	1011	1286	1297	2297
CR626927.1:1102476-1102489-1102984-1102997	1000	1013	1508	1521	2521
CR626927.1:1103129-1103140-1103227-1103238	1000	1011	1098	1109	2109
CR626927.1:1106456-1106469-1106896-1106909	1000	1013	1440	1453	2453
CR626927.1:1110426-1110438-1110795-1110807	1000	1012	1369	1381	2381
CR626927.1:1110850-1110864-1111199-1111213	1000	1014	1349	1363	2363
CR626927.1:1112450-1112463-1112633-1112646	1000	1013	1183	1196	2196
CR626927.1:1116849-1116861-1117168-1117180	1000	1012	1319	1331	2331
CR626927.1:1117754-1117767-1118142-1118155	1000	1013	1388	1401	2401
CR626927.1:1118162-1118178-1118306-1118322	1000	1016	1144	1160	2160
CR626927.1:1124432-1124443-1125116-1125127	1000	1011	1684	1695	2695
CR626927.1:1142107-1142120-1142284-1142297	1000	1013	1177	1190	2190
CR626927.1:1143118-1143131-1143629-1143642	1000	1013	1511	1524	2524
CR626927.1:1150454-1150465-1151041-1151052	1000	1011	1587	1598	2598
CR626927.1:1153269-1153281-1153853-1153865	1000	1012	1584	1596	2596
CR626927.1:1154019-1154032-1154092-1154105	1000	1013	1073	1086	2086
CR626927.1:1155207-1155220-1155754-1155767	1000	1013	1547	1560	2560
CR626927.1:1157908-1157921-1158588-1158601	1000	1013	1680	1693	2693
CR626927.1:1164913-1164926-1165460-1165473	1000	1013	1547	1560	2560
CR626927.1:1166079-1166091-1166760-1166772	1000	1012	1681	1693	2693
CR626927.1:1179038-1179051-1179135-1179148	1000	1013	1097	1110	2110
CR626927.1:1180419-1180432-1181152-1181165	1000	1013	1733	1746	2746
CR626927.1:1182292-1182306-1182437-1182451	1000	1014	1145	1159	2159
CR626927.1:1182619-1182631-1182673-1182685	1000	1012	1054	1066	2066
CR626927.1:1186639-1186652-1186710-1186723	1000	1013	1071	1084	2084
CR626927.1:1187015-1187028-1187727-1187740	1000	1013	1712	1725	2725
CR626927.1:1192461-1192474-1193183-1193196	1000	1013	1722	1735	2735
CR626927.1:1197178-1197189-1197800-1197811	1000	1011	1622	1633	2633
CR626927.1:1198053-1198065-1198160-1198172	1000	1012	1107	1119	2119
CR626927.1:1201717-1201729-1202286-1202298	1000	1012	1569	1581	2581
CR626927.1:1203862-1203876-1204236-1204250	1000	1014	1374	1388	2388
CR626927.1:1207180-1207193-1207478-1207491	1000	1013	1298	1311	2311
CR626927.1:1210819-1210832-1211027-1211040	1000	1013	1208	1221	2221
CR626927.1:1219479-1219490-1219664-1219675	1000	1011	1185	1196	2196
CR626927.1:1222883-1222894-1223619-1223630	1000	1011	1736	1747	2747
CR626927.1:1225261-1225272-1225568-1225579	1000	1011	1307	1318	2318
CR626927.1:1229690-1229701-1229861-1229872	1000	1011	1171	1182	2182
CR626927.1:1230082-1230093-1230642-1230653	1000	1011	1560	1571	2571
CR626927.1:1231077-1231091-1231128-1231142	1000	1014	1051	1065	2065
CR626927.1:1232989-1233000-1233508-1233519	1000	1011	1519	1530	2530
CR626927.1:1233558-1233569-1234162-1234173	1000	1011	1604	1615	2615
CR626927.1:1235514-1235529-1235944-1235959	1000	1015	1430	1445	2445
CR626927.1:1236839-1236852-1237059-1237072	1000	1013	1220	1233	2233
CR626927.1:1237683-1237696-1237793-1237806	1000	1013	1110	1123	2123
CR626927.1:1252322-1252336-1253025-1253039	1000	1014	1703	1717	2717
CR626927.1:1256230-1256243-1256896-1256909	1000	1013	1666	1679	2679
CR626927.1:1260697-1260710-1261432-1261445	1000	1013	1735	1748	2748
CR626927.1:1263692-1263705-1263972-1263985	1000	1013	1280	1293	2293
CR626927.1:1267623-1267636-1267776-1267789	1000	1013	1153	1166	2166
CR626927.1:1268829-1268842-1268947-1268960	1000	1013	1118	1131	2131
CR626927.1:1273316-1273329-1273803-1273816	1000	1013	1487	1500	2500
CR626927.1:1274202-1274215-1274261-1274274	1000	1013	1059	1072	2072
CR626927.1:1274682-1274693-1275289-1275300	1000	1011	1607	1618	2618
CR626927.1:1280492-1280505-1280602-1280615	1000	1013	1110	1123	2123
CR626927.1:1280692-1280703-1280830-1280841	1000	1011	1138	1149	2149
CR626927.1:1284656-1284669-1285188-1285201	1000	1013	1532	1545	2545
CR626927.1:1286431-1286442-1286588-1286599	1000	1011	1157	1168	2168
CR626927.1:1289869-1289883-1290023-1290037	1000	1014	1154	1168	2168
CR626927.1:1290113-1290126-1290572-1290585	1000	1013	1459	1472	2472
CR626927.1:1290817-1290828-1291516-1291527	1000	1011	1699	1710	2710
CR626927.1:1294603-1294615-1295037-1295049	1000	1012	1434	1446	2446
CR626927.1:1298774-1298788-1299197-1299211	1000	1014	1423	1437	2437
CR626927.1:1299951-1299965-1300481-1300495	1000	1014	1530	1544	2544
CR626927.1:1301758-1301772-1301862-1301876	1000	1014	1104	1118	2118
CR626927.1:1303170-1303183-1303223-1303236	1000	1013	1053	1066	2066
CR626927.1:1304135-1304146-1304424-1304435	1000	1011	1289	1300	2300
CR626927.1:1310223-1310239-1310802-1310818	1000	1016	1579	1595	2595
CR626927.1:1312561-1312575-1312710-1312724	1000	1014	1149	1163	2163
CR626927.1:1313951-1313964-1314227-1314240	1000	1013	1276	1289	2289
CR626927.1:1315162-1315174-1315400-1315412	1000	1012	1238	1250	2250
CR626927.1:1321457-1321470-1321795-1321808	1000	1013	1338	1351	2351
CR626927.1:1329272-1329285-1329365-1329378	1000	1013	1093	1106	2106
CR626927.1:1329479-1329490-1329905-1329916	1000	1011	1426	1437	2437
CR626927.1:1335935-1335946-1336064-1336075	1000	1011	1129	1140	2140
CR626927.1:1341739-1341750-1341986-1341997	1000	1011	1247	1258	2258
CR626927.1:1342010-1342025-1342732-1342747	1000	1015	1722	1737	2737
CR626927.1:1343949-1343969-1344250-1344270	1000	1020	1301	1321	2321
CR626927.1:1345058-1345069-1345787-1345798	1000	1011	1729	1740	2740
CR626927.1:1348376-1348387-1348443-1348454	1000	1011	1067	1078	2078
CR626927.1:1349819-1349830-1350051-1350062	1000	1011	1232	1243	2243
CR626927.1:1350428-1350441-1350664-1350677	1000	1013	1236	1249	2249
CR626927.1:1352118-1352131-1352729-1352742	1000	1013	1611	1624	2624
CR626927.1:1353643-1353656-1354162-1354175	1000	1013	1519	1532	2532
CR626927.1:1354497-1354509-1354951-1354963	1000	1012	1454	1466	2466
