ID	Pe_F	Pe_R	Pe_ratio	Span_F	Span_R	Span_ratio
CR626927.1:1356778-1356792-1357474-1357488	282	0	0.0	105	0	0.0
CR626927.1:1357641-1357652-1358225-1358236	84	0	0.0	33	0	0.0
CR626927.1:1362860-1362873-1363364-1363377	100	0	0.0	32	0	0.0
CR626927.1:1364526-1364539-1364595-1364608	130	0	0.0	54	0	0.0
CR626927.1:1366452-1366466-1366681-1366695	240	0	0.0	76	0	0.0
CR626927.1:1368096-1368109-1368354-1368367	402	0	0.0	121	0	0.0
CR626927.1:137572-137583-138242-138253	606	0	0.0	192	0	0.0
CR626927.1:1376344-1376360-1377014-1377030	592	0	0.0	182	0	0.0
CR626927.1:1379117-1379128-1379282-1379293	1174	0	0.0	424	0	0.0
CR626927.1:1380201-1380214-1380626-1380639	1964	0	0.0	620	0	0.0
CR626927.1:1382440-1382453-1383073-1383086	110	0	0.0	41	0	0.0
CR626927.1:138323-138336-138815-138828	474	0	0.0	169	0	0.0
CR626927.1:1383806-1383819-1384282-1384295	146	0	0.0	49	0	0.0
CR626927.1:1394537-1394548-1394590-1394601	6	0	0.0	2	0	0.0
CR626927.1:1396063-1396076-1396763-1396776	18	0	0.0	6	0	0.0
CR626927.1:1400156-1400169-1400801-1400814	206	0	0.0	64	0	0.0
CR626927.1:1401390-1401401-1401785-1401796	2358	0	0.0	837	0	0.0
CR626927.1:1402755-1402771-1402825-1402841	714	0	0.0	337	9	0.03
CR626927.1:1403392-1403406-1403748-1403762	4184	0	0.0	1500	0	0.0
CR626927.1:1406774-1406787-1406936-1406949	124	0	0.0	41	0	0.0
CR626927.1:1422628-1422639-1422943-1422954	784	0	0.0	219	0	0.0
CR626927.1:1422961-1422974-1423696-1423709	1554	0	0.0	622	0	0.0
CR626927.1:142771-142785-143462-143476	2750	0	0.0	932	0	0.0
CR626927.1:1430420-1430431-1430545-1430556	824	0	0.0	358	2	0.01
CR626927.1:1437669-1437680-1438277-1438288	828	0	0.0	216	0	0.0
CR626927.1:14391-14404-14938-14951	118	0	0.0	42	0	0.0
CR626927.1:1440337-1440351-1440616-1440630	614	0	0.0	153	0	0.0
CR626927.1:1441826-1441837-1442228-1442239	370	0	0.0	129	0	0.0
CR626927.1:1444537-1444548-1445102-1445113	152	0	0.0	58	0	0.0
CR626927.1:1448809-1448821-1449255-1449267	290	0	0.0	101	0	0.0
CR626927.1:1459135-1459146-1459581-1459592	258	0	0.0	108	0	0.0
CR626927.1:1460254-1460267-1460657-1460670	1326	0	0.0	480	0	0.0
CR626927.1:1460998-1461015-1461053-1461070	464	0	0.0	220	4	0.02
CR626927.1:1462384-1462395-1462536-1462547	2	0	0.0	1	0	0.0
CR626927.1:1469020-1469031-1469417-1469428	186	0	0.0	65	0	0.0
CR626927.1:1471995-1472016-1472091-1472112	292	0	0.0	100	0	0.0
CR626927.1:1474240-1474253-1474540-1474553	11340	0	0.0	3675	0	0.0
CR626927.1:1475974-1475987-1476214-1476227	966	0	0.0	352	0	0.0
CR626927.1:1479489-1479502-1480015-1480028	642	0	0.0	213	0	0.0
CR626927.1:148089-148101-148472-148484	1042	0	0.0	412	0	0.0
CR626927.1:1481370-1481384-1481648-1481662	522	0	0.0	174	0	0.0
CR626927.1:1481700-1481711-1482256-1482267	462	0	0.0	174	0	0.0
CR626927.1:1483466-1483477-1483530-1483541	124	0	0.0	68	2	0.03
CR626927.1:1484875-1484889-1485240-1485254	88	0	0.0	42	0	0.0
CR626927.1:1489881-1489901-1490379-1490399	252	0	0.0	94	0	0.0
CR626927.1:1491209-1491222-1491850-1491863	6	0	0.0	2	0	0.0
CR626927.1:1493430-1493441-1493871-1493882	2	0	0.0	1	0	0.0
CR626927.1:1497349-1497362-1498033-1498046	4	0	0.0	2	0	0.0
CR626927.1:1499822-1499835-1500057-1500070	4	0	0.0	2	0	0.0
CR626927.1:1506494-1506513-1506644-1506663	262	0	0.0	100	0	0.0
CR626927.1:1507809-1507823-1508399-1508413	356	2	0.01	120	0	0.0
CR626927.1:15127-15142-15728-15743	38	0	0.0	16	0	0.0
CR626927.1:1515008-1515019-1515121-1515132	864	0	0.0	447	4	0.01
CR626927.1:1520822-1520835-1521214-1521227	38	0	0.0	13	0	0.0
CR626927.1:1522398-1522411-1522906-1522919	38	0	0.0	15	0	0.0
CR626927.1:1529511-1529522-1529731-1529742	132	0	0.0	49	0	0.0
CR626927.1:1532838-1532853-1532885-1532900	424	0	0.0	205	1	0.0
CR626927.1:1540666-1540677-1540799-1540810	276	0	0.0	121	0	0.0
CR626927.1:1542223-1542236-1542846-1542859	162	0	0.0	55	0	0.0
CR626927.1:155260-155274-155554-155568	450	0	0.0	151	0	0.0
CR626927.1:1555742-1555754-1555892-1555904	1022	0	0.0	362	4	0.01
CR626927.1:1558980-1558991-1559563-1559574	490	0	0.0	169	0	0.0
CR626927.1:156361-156378-156422-156439	322	0	0.0	141	1	0.01
CR626927.1:1563855-1563866-1564495-1564506	1442	0	0.0	536	0	0.0
CR626927.1:1567897-1567910-1568576-1568589	568	0	0.0	176	0	0.0
CR626927.1:1570126-1570139-1570430-1570443	1104	2	0.0	362	0	0.0
CR626927.1:1571811-1571824-1571964-1571977	1682	0	0.0	717	2	0.0
CR626927.1:1580295-1580308-1580506-1580519	2320	0	0.0	764	0	0.0
CR626927.1:1582521-1582534-1582734-1582747	5464	0	0.0	2423	0	0.0
CR626927.1:1583334-1583349-1583833-1583848	2918	0	0.0	1178	0	0.0
CR626927.1:1583870-1583881-1584293-1584304	3814	2	0.0	1396	0	0.0
CR626927.1:1588431-1588444-1588906-1588919	3120	0	0.0	1330	0	0.0
CR626927.1:1591331-1591342-1591412-1591423	100	0	0.0	56	0	0.0
CR626927.1:1591934-1591945-1592300-1592311	54	0	0.0	21	0	0.0
CR626927.1:1592887-1592900-1593312-1593325	144	0	0.0	47	0	0.0
CR626927.1:1594024-1594037-1594324-1594337	408	0	0.0	139	0	0.0
CR626927.1:1596620-1596633-1596733-1596746	3940	0	0.0	1563	7	0.0
CR626927.1:159688-159701-160418-160431	1278	0	0.0	444	0	0.0
CR626927.1:1600066-1600082-1600312-1600328	1006	0	0.0	312	0	0.0
CR626927.1:1600672-1600685-1601402-1601415	214	0	0.0	61	0	0.0
CR626927.1:1604291-1604304-1604429-1604442	2226	0	0.0	871	3	0.0
CR626927.1:1605196-1605207-1605804-1605815	2032	0	0.0	673	0	0.0
CR626927.1:1607885-1607898-1607978-1607991	904	0	0.0	407	1	0.0
CR626927.1:1611396-1611411-1611823-1611838	470	0	0.0	168	0	0.0
CR626927.1:1612669-1612682-1612771-1612784	286	0	0.0	116	0	0.0
CR626927.1:1614119-1614130-1614832-1614843	842	0	0.0	300	0	0.0
CR626927.1:1621726-1621738-1622062-1622074	490	0	0.0	159	0	0.0
CR626927.1:1626344-1626356-1626584-1626596	868	0	0.0	291	0	0.0
CR626927.1:1633953-1633967-1634413-1634427	24	0	0.0	9	0	0.0
CR626927.1:1636330-1636343-1636981-1636994	68	0	0.0	23	0	0.0
CR626927.1:1638436-1638449-1638933-1638946	130	0	0.0	44	0	0.0
CR626927.1:1648308-1648321-1648455-1648468	3056	0	0.0	1223	4	0.0
CR626927.1:1649076-1649087-1649581-1649592	1318	0	0.0	466	0	0.0
CR626927.1:1650045-1650060-1650098-1650113	396	0	0.0	207	0	0.0
CR626927.1:1650548-1650559-1650744-1650755	1104	0	0.0	401	0	0.0
CR626927.1:1651572-1651586-1651660-1651674	530	0	0.0	229	1	0.0
CR626927.1:165545-165556-166157-166168	1618	0	0.0	458	0	0.0
CR626927.1:1656979-1656992-1657595-1657608	1712	0	0.0	605	0	0.0
CR626927.1:1659775-1659788-1660374-1660387	258	0	0.0	94	0	0.0
CR626927.1:1663117-1663128-1663426-1663437	266	0	0.0	101	0	0.0
CR626927.1:1664493-1664506-1664715-1664728	776	0	0.0	238	0	0.0
CR626927.1:1665902-1665916-1666330-1666344	3972	0	0.0	1402	0	0.0
CR626927.1:1666452-1666463-1666561-1666572	2182	0	0.0	921	2	0.0
CR626927.1:1668549-1668560-1668815-1668826	2012	4	0.0	561	0	0.0
CR626927.1:166919-166930-167123-167134	720	0	0.0	249	0	0.0
CR626927.1:1670586-1670602-1670635-1670651	1766	0	0.0	915	15	0.02
CR626927.1:1672271-1672282-1672802-1672813	822	0	0.0	297	0	0.0
CR626927.1:1674423-1674436-1675004-1675017	1606	0	0.0	549	0	0.0
CR626927.1:1675187-1675199-1675755-1675767	3326	0	0.0	1143	0	0.0
CR626927.1:1688419-1688431-1688510-1688522	1208	0	0.0	363	1	0.0
CR626927.1:1689523-1689537-1690248-1690262	244	0	0.0	85	0	0.0
CR626927.1:1692052-1692063-1692478-1692489	3112	0	0.0	1059	0	0.0
CR626927.1:1693572-1693587-1694124-1694139	1456	0	0.0	516	0	0.0
CR626927.1:1695207-1695223-1695861-1695877	600	0	0.0	209	0	0.0
CR626927.1:1697959-1697973-1698431-1698445	28	0	0.0	10	0	0.0
CR626927.1:1698462-1698473-1699060-1699071	40	0	0.0	13	0	0.0
CR626927.1:1705196-1705221-1705257-1705282	76	0	0.0	35	2	0.05
CR626927.1:1708518-1708531-1708627-1708640	16	0	0.0	7	0	0.0
CR626927.1:170891-170906-171152-171167	1776	0	0.0	605	0	0.0
CR626927.1:1710695-1710708-1711360-1711373	38	0	0.0	11	0	0.0
CR626927.1:1713869-1713880-1713920-1713931	74	0	0.0	2	0	0.0
CR626927.1:1714555-1714566-1714994-1715005	898	0	0.0	332	0	0.0
CR626927.1:1717281-1717292-1717522-1717533	32	0	0.0	10	0	0.0
CR626927.1:1719511-1719525-1720226-1720240	270	0	0.0	90	0	0.0
CR626927.1:1720899-1720910-1721383-1721394	580	0	0.0	189	0	0.0
CR626927.1:1722691-1722704-1723154-1723167	888	0	0.0	282	0	0.0
CR626927.1:1726359-1726371-1726761-1726773	46	0	0.0	17	0	0.0
CR626927.1:1727425-1727436-1727766-1727777	258	0	0.0	87	0	0.0
CR626927.1:1729275-1729289-1729994-1730008	646	0	0.0	234	0	0.0
CR626927.1:1732078-1732089-1732660-1732671	346	0	0.0	133	0	0.0
CR626927.1:173243-173256-173633-173646	3208	0	0.0	1181	0	0.0
CR626927.1:1740350-1740363-1740508-1740521	74	0	0.0	31	0	0.0
CR626927.1:1745418-1745432-1745497-1745511	12	0	0.0	4	0	0.0
CR626927.1:174596-174608-174646-174658	6	0	0.0	2	0	0.0
CR626927.1:1747727-1747740-1747837-1747850	8	0	0.0	2	0	0.0
CR626927.1:1748204-1748217-1748706-1748719	22	0	0.0	9	0	0.0
CR626927.1:1749646-1749657-1749746-1749757	12	0	0.0	5	0	0.0
CR626927.1:1756166-1756179-1756499-1756512	24	0	0.0	9	0	0.0
CR626927.1:1757553-1757566-1758025-1758038	12	0	0.0	5	0	0.0
CR626927.1:1759756-1759769-1759934-1759947	56	0	0.0	24	0	0.0
CR626927.1:1762277-1762288-1762918-1762929	530	0	0.0	179	0	0.0
CR626927.1:1766067-1766080-1766209-1766222	1986	0	0.0	799	8	0.01
CR626927.1:1770449-1770462-1770595-1770608	590	0	0.0	221	0	0.0
CR626927.1:1775450-1775464-1775959-1775973	80	0	0.0	23	0	0.0
CR626927.1:1779886-1779897-1780437-1780448	16	0	0.0	7	0	0.0
CR626927.1:1783499-1783514-1783880-1783895	116	0	0.0	33	0	0.0
CR626927.1:1784581-1784595-1785070-1785084	1252	0	0.0	393	0	0.0
CR626927.1:1789607-1789618-1789885-1789896	76	0	0.0	29	0	0.0
CR626927.1:179080-179093-179341-179354	2	0	0.0	1	0	0.0
CR626927.1:1790839-1790858-1791020-1791039	70	0	0.0	24	0	0.0
CR626927.1:1792167-1792181-1792859-1792873	724	0	0.0	260	0	0.0
CR626927.1:1793166-1793179-1793850-1793863	1402	0	0.0	501	0	0.0
CR626927.1:179401-179414-180059-180072	584	0	0.0	270	0	0.0
CR626927.1:1799514-1799527-1799674-1799687	2	0	0.0	1	0	0.0
CR626927.1:1802641-1802661-1803096-1803116	126	0	0.0	32	0	0.0
CR626927.1:1804033-1804044-1804419-1804430	36	0	0.0	14	0	0.0
CR626927.1:1805718-1805731-1805798-1805811	162	0	0.0	79	0	0.0
CR626927.1:1806788-1806813-1807000-1807025	2	0	0.0	0	0	NA
CR626927.1:1808017-1808030-1808375-1808388	4	0	0.0	2	0	0.0
CR626927.1:1808602-1808615-1809219-1809232	4	0	0.0	1	0	0.0
CR626927.1:1811705-1811718-1812325-1812338	8	0	0.0	3	0	0.0
CR626927.1:1814848-1814861-1815334-1815347	6	0	0.0	3	0	0.0
CR626927.1:1828734-1828747-1829391-1829404	1522	0	0.0	526	0	0.0
CR626927.1:1829629-1829642-1830242-1830255	912	0	0.0	289	0	0.0
CR626927.1:1830641-1830655-1830864-1830878	1098	0	0.0	369	0	0.0
CR626927.1:1832807-1832821-1833270-1833284	112	0	0.0	41	0	0.0
CR626927.1:184146-184159-184880-184893	12	0	0.0	4	0	0.0
CR626927.1:1841715-1841728-1842445-1842458	1870	0	0.0	602	0	0.0
CR626927.1:1845634-1845645-1846110-1846121	604	0	0.0	246	0	0.0
CR626927.1:1846637-1846652-1847274-1847289	538	0	0.0	185	0	0.0
CR626927.1:1848000-1848013-1848207-1848220	590	0	0.0	204	0	0.0
CR626927.1:1849083-1849095-1849348-1849360	630	0	0.0	197	0	0.0
CR626927.1:1849404-1849420-1849488-1849504	594	0	0.0	197	0	0.0
CR626927.1:1850355-1850371-1850404-1850420	38	0	0.0	30	3	0.09
CR626927.1:185265-185279-185443-185457	20	0	0.0	11	0	0.0
CR626927.1:1859956-1859967-1860333-1860344	542	0	0.0	202	0	0.0
CR626927.1:186985-186998-187714-187727	562	0	0.0	182	0	0.0
CR626927.1:1870815-1870830-1870864-1870879	22	0	0.0	16	2	0.11
CR626927.1:1874631-1874644-1875218-1875231	144	0	0.0	53	0	0.0
CR626927.1:1876640-1876653-1877153-1877166	214	0	0.0	66	0	0.0
CR626927.1:1880569-1880588-1881194-1881213	346	0	0.0	84	0	0.0
CR626927.1:188123-188137-188333-188347	482	0	0.0	137	0	0.0
CR626927.1:1881399-1881412-1881955-1881968	280	0	0.0	99	0	0.0
CR626927.1:1883087-1883104-1883172-1883189	340	0	0.0	120	0	0.0
CR626927.1:1885581-1885594-1885728-1885741	3206	0	0.0	1073	2	0.0
CR626927.1:1886697-1886710-1887000-1887013	2576	0	0.0	850	0	0.0
CR626927.1:1888378-1888390-1888992-1889004	2028	0	0.0	729	0	0.0
CR626927.1:1890106-1890119-1890712-1890725	2722	2	0.0	947	0	0.0
CR626927.1:1895887-1895901-1896240-1896254	1310	0	0.0	477	0	0.0
CR626927.1:189964-189979-190627-190642	110	0	0.0	29	0	0.0
CR626927.1:1903470-1903481-1903775-1903786	692	0	0.0	245	0	0.0
CR626927.1:1907685-1907699-1908063-1908077	9064	0	0.0	2757	0	0.0
CR626927.1:1909465-1909478-1909589-1909602	1564	0	0.0	633	5	0.01
CR626927.1:1912642-1912655-1913368-1913381	314	0	0.0	113	0	0.0
CR626927.1:1914948-1914962-1915562-1915576	690	0	0.0	230	0	0.0
CR626927.1:1923916-1923935-1923986-1924005	518	0	0.0	197	1	0.01
CR626927.1:1926956-1926967-1927637-1927648	1096	0	0.0	386	0	0.0
CR626927.1:1932836-1932849-1933068-1933081	5024	0	0.0	1696	0	0.0
CR626927.1:1934052-1934065-1934209-1934222	3976	0	0.0	1618	2	0.0
CR626927.1:1937591-1937604-1937828-1937841	6038	0	0.0	1964	0	0.0
CR626927.1:193942-193953-194009-194020	1620	0	0.0	810	9	0.01
CR626927.1:1940439-1940455-1940512-1940528	762	0	0.0	374	3	0.01
CR626927.1:1940532-1940546-1940979-1940993	1882	0	0.0	692	0	0.0
CR626927.1:194100-194111-194501-194512	1980	0	0.0	725	0	0.0
CR626927.1:1944009-1944023-1944443-1944457	692	0	0.0	224	0	0.0
CR626927.1:1944691-1944704-1944747-1944760	376	0	0.0	157	1	0.01
CR626927.1:1945263-1945280-1945553-1945570	554	0	0.0	192	0	0.0
CR626927.1:1948908-1948919-1949117-1949128	1244	0	0.0	448	0	0.0
CR626927.1:1949968-1949982-1950018-1950032	756	0	0.0	380	6	0.02
CR626927.1:1953333-1953345-1953776-1953788	1138	0	0.0	405	0	0.0
CR626927.1:1955699-1955713-1955778-1955792	382	0	0.0	186	1	0.01
CR626927.1:1955811-1955829-1955940-1955958	392	0	0.0	168	0	0.0
CR626927.1:1957529-1957540-1958025-1958036	56	0	0.0	23	0	0.0
CR626927.1:1959910-1959925-1960629-1960644	20	0	0.0	6	0	0.0
CR626927.1:1965689-1965702-1965983-1965996	5714	0	0.0	2044	0	0.0
CR626927.1:1966103-1966116-1966324-1966337	5802	0	0.0	1809	0	0.0
CR626927.1:1975201-1975212-1975843-1975854	3242	0	0.0	1241	0	0.0
CR626927.1:1983243-1983254-1983482-1983493	152	0	0.0	69	0	0.0
CR626927.1:198354-198368-198960-198974	1160	0	0.0	376	0	0.0
CR626927.1:1983697-1983708-1984014-1984025	78	0	0.0	27	0	0.0
CR626927.1:1985346-1985366-1985633-1985653	692	0	0.0	193	0	0.0
CR626927.1:1986408-1986422-1986708-1986722	308	0	0.0	128	0	0.0
