ID	Pe_F	Pe_R	Pe_ratio	Span_F	Span_R	Span_ratio
CR626927.1:1491209-1491222-1491850-1491863	0	0	NA	0	0	NA
CR626927.1:1493430-1493441-1493871-1493882	0	0	NA	0	0	NA
CR626927.1:1497349-1497362-1498033-1498046	0	0	NA	0	0	NA
CR626927.1:1499822-1499835-1500057-1500070	0	0	NA	0	0	NA
CR626927.1:1501067-1501081-1501519-1501533	0	0	NA	0	0	NA
CR626927.1:1506494-1506513-1506644-1506663	0	0	NA	0	0	NA
CR626927.1:1507809-1507823-1508399-1508413	0	0	NA	0	0	NA
CR626927.1:15127-15142-15728-15743	0	0	NA	0	0	NA
CR626927.1:1515008-1515019-1515121-1515132	0	0	NA	0	0	NA
CR626927.1:1515385-1515396-1515800-1515811	0	0	NA	0	0	NA
CR626927.1:1518020-1518033-1518064-1518077	0	0	NA	0	0	NA
CR626927.1:1520822-1520835-1521214-1521227	0	0	NA	0	0	NA
CR626927.1:1522398-1522411-1522906-1522919	0	0	NA	0	0	NA
CR626927.1:1529511-1529522-1529731-1529742	0	0	NA	0	0	NA
CR626927.1:1532838-1532853-1532885-1532900	0	0	NA	0	0	NA
CR626927.1:1540666-1540677-1540799-1540810	0	0	NA	0	0	NA
CR626927.1:1542223-1542236-1542846-1542859	0	0	NA	0	0	NA
CR626927.1:155260-155274-155554-155568	0	0	NA	0	0	NA
CR626927.1:1555742-1555754-1555892-1555904	0	0	NA	0	0	NA
CR626927.1:1558980-1558991-1559563-1559574	0	0	NA	0	0	NA
CR626927.1:156361-156378-156422-156439	0	0	NA	0	0	NA
CR626927.1:1563855-1563866-1564495-1564506	0	0	NA	0	0	NA
CR626927.1:1567897-1567910-1568576-1568589	0	0	NA	0	0	NA
CR626927.1:1570126-1570139-1570430-1570443	0	0	NA	0	0	NA
CR626927.1:1571811-1571824-1571964-1571977	0	0	NA	0	0	NA
CR626927.1:1580295-1580308-1580506-1580519	0	0	NA	0	0	NA
CR626927.1:1582521-1582534-1582734-1582747	0	0	NA	0	0	NA
CR626927.1:1583334-1583349-1583833-1583848	0	0	NA	0	0	NA
CR626927.1:1583870-1583881-1584293-1584304	0	0	NA	0	0	NA
CR626927.1:1588431-1588444-1588906-1588919	0	0	NA	0	0	NA
CR626927.1:1591331-1591342-1591412-1591423	0	0	NA	0	0	NA
CR626927.1:1591934-1591945-1592300-1592311	0	0	NA	0	0	NA
CR626927.1:1592887-1592900-1593312-1593325	0	0	NA	0	0	NA
CR626927.1:1594024-1594037-1594324-1594337	0	0	NA	0	0	NA
CR626927.1:1596620-1596633-1596733-1596746	0	0	NA	0	0	NA
CR626927.1:159688-159701-160418-160431	0	0	NA	0	0	NA
CR626927.1:1600066-1600082-1600312-1600328	0	0	NA	0	0	NA
CR626927.1:1600672-1600685-1601402-1601415	0	0	NA	0	0	NA
CR626927.1:1604291-1604304-1604429-1604442	0	0	NA	0	0	NA
CR626927.1:1605196-1605207-1605804-1605815	0	0	NA	0	0	NA
CR626927.1:1607885-1607898-1607978-1607991	0	0	NA	0	0	NA
CR626927.1:1611396-1611411-1611823-1611838	0	0	NA	0	0	NA
CR626927.1:1612669-1612682-1612771-1612784	0	0	NA	0	0	NA
CR626927.1:1614119-1614130-1614832-1614843	0	0	NA	0	0	NA
CR626927.1:1620969-1620980-1621055-1621066	0	0	NA	0	0	NA
CR626927.1:1621726-1621738-1622062-1622074	0	0	NA	0	0	NA
CR626927.1:1626344-1626356-1626584-1626596	0	0	NA	0	0	NA
CR626927.1:1633953-1633967-1634413-1634427	0	0	NA	0	0	NA
CR626927.1:1636330-1636343-1636981-1636994	0	0	NA	0	0	NA
CR626927.1:1638436-1638449-1638933-1638946	0	0	NA	0	0	NA
CR626927.1:1648308-1648321-1648455-1648468	0	0	NA	0	0	NA
CR626927.1:1649076-1649087-1649581-1649592	0	0	NA	0	0	NA
CR626927.1:1650045-1650060-1650098-1650113	0	0	NA	0	0	NA
CR626927.1:1650548-1650559-1650744-1650755	0	0	NA	0	0	NA
CR626927.1:1651572-1651586-1651660-1651674	0	0	NA	0	0	NA
CR626927.1:165545-165556-166157-166168	0	0	NA	0	0	NA
CR626927.1:1656979-1656992-1657595-1657608	0	0	NA	0	0	NA
CR626927.1:1659775-1659788-1660374-1660387	0	0	NA	0	0	NA
CR626927.1:1663117-1663128-1663426-1663437	0	0	NA	0	0	NA
CR626927.1:1664493-1664506-1664715-1664728	0	0	NA	0	0	NA
CR626927.1:1665902-1665916-1666330-1666344	0	0	NA	0	0	NA
CR626927.1:1666452-1666463-1666561-1666572	0	0	NA	0	0	NA
CR626927.1:1668549-1668560-1668815-1668826	0	0	NA	0	0	NA
CR626927.1:166919-166930-167123-167134	0	0	NA	0	0	NA
CR626927.1:1670586-1670602-1670635-1670651	0	0	NA	0	0	NA
CR626927.1:1672271-1672282-1672802-1672813	0	0	NA	0	0	NA
CR626927.1:1674423-1674436-1675004-1675017	0	0	NA	0	0	NA
CR626927.1:1675187-1675199-1675755-1675767	0	0	NA	0	0	NA
CR626927.1:1688419-1688431-1688510-1688522	0	0	NA	0	0	NA
CR626927.1:1689523-1689537-1690248-1690262	0	0	NA	0	0	NA
CR626927.1:1692052-1692063-1692478-1692489	0	0	NA	0	0	NA
CR626927.1:1693572-1693587-1694124-1694139	0	0	NA	0	0	NA
CR626927.1:1695207-1695223-1695861-1695877	0	0	NA	0	0	NA
CR626927.1:1697959-1697973-1698431-1698445	0	0	NA	0	0	NA
CR626927.1:1698462-1698473-1699060-1699071	0	0	NA	0	0	NA
CR626927.1:1705196-1705221-1705257-1705282	0	0	NA	0	0	NA
CR626927.1:1708518-1708531-1708627-1708640	0	0	NA	0	0	NA
CR626927.1:170891-170906-171152-171167	0	0	NA	0	0	NA
CR626927.1:1710695-1710708-1711360-1711373	0	0	NA	0	0	NA
CR626927.1:1713869-1713880-1713920-1713931	0	0	NA	0	0	NA
CR626927.1:1714555-1714566-1714994-1715005	0	0	NA	0	0	NA
CR626927.1:1717281-1717292-1717522-1717533	0	0	NA	0	0	NA
CR626927.1:1719511-1719525-1720226-1720240	0	0	NA	0	0	NA
CR626927.1:1720899-1720910-1721383-1721394	0	0	NA	0	0	NA
CR626927.1:1722691-1722704-1723154-1723167	0	0	NA	0	0	NA
CR626927.1:1726359-1726371-1726761-1726773	0	0	NA	0	0	NA
CR626927.1:1727425-1727436-1727766-1727777	0	0	NA	0	0	NA
CR626927.1:1729275-1729289-1729994-1730008	0	0	NA	0	0	NA
CR626927.1:1732078-1732089-1732660-1732671	0	0	NA	0	0	NA
CR626927.1:173243-173256-173633-173646	0	0	NA	0	0	NA
CR626927.1:1740350-1740363-1740508-1740521	0	0	NA	0	0	NA
CR626927.1:1745418-1745432-1745497-1745511	0	0	NA	0	0	NA
CR626927.1:174596-174608-174646-174658	0	0	NA	0	0	NA
CR626927.1:1747727-1747740-1747837-1747850	0	0	NA	0	0	NA
CR626927.1:1748204-1748217-1748706-1748719	0	0	NA	0	0	NA
CR626927.1:1749646-1749657-1749746-1749757	0	0	NA	0	0	NA
CR626927.1:1756166-1756179-1756499-1756512	0	0	NA	0	0	NA
CR626927.1:1757553-1757566-1758025-1758038	0	0	NA	0	0	NA
CR626927.1:1759756-1759769-1759934-1759947	0	0	NA	0	0	NA
CR626927.1:1762277-1762288-1762918-1762929	0	0	NA	0	0	NA
CR626927.1:1766067-1766080-1766209-1766222	0	0	NA	0	0	NA
CR626927.1:1770449-1770462-1770595-1770608	0	0	NA	0	0	NA
CR626927.1:1775450-1775464-1775959-1775973	0	0	NA	0	0	NA
CR626927.1:1779886-1779897-1780437-1780448	0	0	NA	0	0	NA
CR626927.1:1783499-1783514-1783880-1783895	0	0	NA	0	0	NA
CR626927.1:1784581-1784595-1785070-1785084	0	0	NA	0	0	NA
CR626927.1:1789607-1789618-1789885-1789896	0	0	NA	0	0	NA
CR626927.1:179080-179093-179341-179354	0	0	NA	0	0	NA
CR626927.1:1790839-1790858-1791020-1791039	0	0	NA	0	0	NA
CR626927.1:1792167-1792181-1792859-1792873	0	0	NA	0	0	NA
CR626927.1:1793166-1793179-1793850-1793863	0	0	NA	0	0	NA
CR626927.1:179401-179414-180059-180072	0	0	NA	0	0	NA
CR626927.1:1799514-1799527-1799674-1799687	0	0	NA	0	0	NA
CR626927.1:1802641-1802661-1803096-1803116	0	0	NA	0	0	NA
CR626927.1:1804033-1804044-1804419-1804430	0	0	NA	0	0	NA
CR626927.1:1805718-1805731-1805798-1805811	0	0	NA	0	0	NA
CR626927.1:1806788-1806813-1807000-1807025	0	0	NA	0	0	NA
CR626927.1:1808017-1808030-1808375-1808388	0	0	NA	0	0	NA
CR626927.1:1808602-1808615-1809219-1809232	0	0	NA	0	0	NA
CR626927.1:1811705-1811718-1812325-1812338	0	0	NA	0	0	NA
CR626927.1:1814848-1814861-1815334-1815347	0	0	NA	0	0	NA
CR626927.1:1828734-1828747-1829391-1829404	0	0	NA	0	0	NA
CR626927.1:1829629-1829642-1830242-1830255	0	0	NA	0	0	NA
CR626927.1:1830641-1830655-1830864-1830878	0	0	NA	0	0	NA
CR626927.1:1832807-1832821-1833270-1833284	0	0	NA	0	0	NA
CR626927.1:184146-184159-184880-184893	0	0	NA	0	0	NA
CR626927.1:1841715-1841728-1842445-1842458	0	0	NA	0	0	NA
CR626927.1:1845634-1845645-1846110-1846121	0	0	NA	0	0	NA
CR626927.1:1846637-1846652-1847274-1847289	0	0	NA	0	0	NA
CR626927.1:1848000-1848013-1848207-1848220	0	0	NA	0	0	NA
CR626927.1:1849083-1849095-1849348-1849360	0	0	NA	0	0	NA
CR626927.1:1849404-1849420-1849488-1849504	0	0	NA	0	0	NA
CR626927.1:1850355-1850371-1850404-1850420	0	0	NA	0	0	NA
CR626927.1:185265-185279-185443-185457	0	0	NA	0	0	NA
CR626927.1:1859956-1859967-1860333-1860344	0	0	NA	0	0	NA
CR626927.1:186985-186998-187714-187727	0	0	NA	0	0	NA
CR626927.1:1870815-1870830-1870864-1870879	0	0	NA	0	0	NA
CR626927.1:1874631-1874644-1875218-1875231	0	0	NA	0	0	NA
CR626927.1:1876640-1876653-1877153-1877166	0	0	NA	0	0	NA
CR626927.1:1880569-1880588-1881194-1881213	0	0	NA	0	0	NA
CR626927.1:188123-188137-188333-188347	0	0	NA	0	0	NA
CR626927.1:1881399-1881412-1881955-1881968	0	0	NA	0	0	NA
CR626927.1:1883087-1883104-1883172-1883189	0	0	NA	0	0	NA
CR626927.1:1885581-1885594-1885728-1885741	0	0	NA	0	0	NA
CR626927.1:1886697-1886710-1887000-1887013	0	0	NA	0	0	NA
CR626927.1:1888378-1888390-1888992-1889004	0	0	NA	0	0	NA
CR626927.1:1890106-1890119-1890712-1890725	0	0	NA	0	0	NA
CR626927.1:1895887-1895901-1896240-1896254	0	0	NA	0	0	NA
CR626927.1:189964-189979-190627-190642	0	0	NA	0	0	NA
CR626927.1:1903470-1903481-1903775-1903786	0	0	NA	0	0	NA
CR626927.1:1907685-1907699-1908063-1908077	0	0	NA	0	0	NA
CR626927.1:1909465-1909478-1909589-1909602	0	0	NA	0	0	NA
CR626927.1:1912642-1912655-1913368-1913381	0	0	NA	0	0	NA
CR626927.1:1914948-1914962-1915562-1915576	0	0	NA	0	0	NA
CR626927.1:1923916-1923935-1923986-1924005	0	0	NA	0	0	NA
CR626927.1:1926956-1926967-1927637-1927648	0	0	NA	0	0	NA
CR626927.1:1932836-1932849-1933068-1933081	0	0	NA	0	0	NA
CR626927.1:1934052-1934065-1934209-1934222	0	0	NA	0	0	NA
CR626927.1:1937591-1937604-1937828-1937841	0	0	NA	0	0	NA
CR626927.1:193942-193953-194009-194020	0	0	NA	0	0	NA
CR626927.1:1940439-1940455-1940512-1940528	0	0	NA	0	0	NA
CR626927.1:1940532-1940546-1940979-1940993	0	0	NA	0	0	NA
CR626927.1:194100-194111-194501-194512	0	0	NA	0	0	NA
CR626927.1:1944009-1944023-1944443-1944457	0	0	NA	0	0	NA
CR626927.1:1944691-1944704-1944747-1944760	0	0	NA	0	0	NA
CR626927.1:1945263-1945280-1945553-1945570	0	0	NA	0	0	NA
CR626927.1:1948908-1948919-1949117-1949128	0	0	NA	0	0	NA
CR626927.1:1949968-1949982-1950018-1950032	0	0	NA	0	0	NA
CR626927.1:1953333-1953345-1953776-1953788	0	0	NA	0	0	NA
CR626927.1:1955699-1955713-1955778-1955792	0	0	NA	0	0	NA
CR626927.1:1955811-1955829-1955940-1955958	0	0	NA	0	0	NA
CR626927.1:1957529-1957540-1958025-1958036	0	0	NA	0	0	NA
CR626927.1:1959910-1959925-1960629-1960644	0	0	NA	0	0	NA
CR626927.1:1965689-1965702-1965983-1965996	0	0	NA	0	0	NA
CR626927.1:1966103-1966116-1966324-1966337	0	0	NA	0	0	NA
CR626927.1:1975201-1975212-1975843-1975854	0	0	NA	0	0	NA
CR626927.1:1983243-1983254-1983482-1983493	0	0	NA	0	0	NA
CR626927.1:198354-198368-198960-198974	0	0	NA	0	0	NA
CR626927.1:1983697-1983708-1984014-1984025	0	0	NA	0	0	NA
CR626927.1:1985346-1985366-1985633-1985653	0	0	NA	0	0	NA
CR626927.1:1986408-1986422-1986708-1986722	0	0	NA	0	0	NA
CR626927.1:1991290-1991303-1991842-1991855	0	0	NA	0	0	NA
CR626927.1:1992348-1992360-1992469-1992481	0	0	NA	0	0	NA
CR626927.1:1997954-1997969-1998547-1998562	0	0	NA	0	0	NA
CR626927.1:2000123-2000135-2000487-2000499	0	0	NA	0	0	NA
CR626927.1:2001394-2001407-2001608-2001621	0	0	NA	0	0	NA
CR626927.1:2001960-2001975-2002630-2002645	0	0	NA	0	0	NA
CR626927.1:200281-200292-200693-200704	0	0	NA	0	0	NA
CR626927.1:2005458-2005471-2005802-2005815	0	0	NA	0	0	NA
CR626927.1:2014952-2014963-2015683-2015694	0	0	NA	0	0	NA
CR626927.1:2015711-2015724-2016155-2016168	0	0	NA	0	0	NA
CR626927.1:2018148-2018159-2018875-2018886	0	0	NA	0	0	NA
CR626927.1:2019152-2019165-2019203-2019216	0	0	NA	0	0	NA
CR626927.1:202262-202275-202831-202844	0	0	NA	0	0	NA
CR626927.1:2023573-2023586-2023907-2023920	0	0	NA	0	0	NA
CR626927.1:2023988-2023999-2024708-2024719	0	0	NA	0	0	NA
CR626927.1:2025260-2025273-2025559-2025572	0	0	NA	0	0	NA
CR626927.1:2029081-2029092-2029655-2029666	0	0	NA	0	0	NA
